الشكل جميل فقط, 0 '
'المشمع و القماش خفيف جدا الفوارق منفصلة عن القاعدة نتمنى لو يكون في بديل أفضل من هذا المنتج شكرا لاهتمامكم, 0 '
'السلعة غير جيدة بالمره و الأن هى لا تعمل و لا أرجح لأحد أن يشتريها لأنها سيئه و جعلت بطارية الإيفون تنفذ بسرعة حتى إن إستخدمت أي شاحن آخر, 0 '
'غير متطابقه مع صورة العرض, 1 '
'المنتج غير جبد, 0 '
'خفيف عملي, 1 '
'ممتازة ورائعة, 1 '
'منتج سيئ جدا و يعمل بنظام الدوس مما يجعل التعامل معه صعب ومعقد و سرعة المعالج ضعيفة لانه لا يتعامل مع الانظمة الحديثة التي تحتاج لمعالجات قوية, 0 '
'السلعة جيدة المعدن متوسط الجودة ولكن مقبول بالنسبة للسعر الحجم اصغر مما تبدو عليه في الصورة تصلح لوصفة كيك صغيرة, 1 '
'المنتج جميل لاكن في جرير 450 بدون تخفيض, 0 '
'لا باس ولكن الصورة واضحة ولكن الصوت ضعيف وحجم الشاشه يختلف عن الشاشة المربعه حيث ان الارتفاع اقل من الشاشة المربعة مقاس ١٩ بوصة, 1 '
'ممتازه وعملية ومتعددة الاستخدام ولاتحتاج الى مساحة كبيرة ولونها مناسب مع ديكور المطبخ واتمنى ان يكون لها مثيل من الالمنيوم او الاستيل, 1 '
'سلعه جيده لكنها باااهظة الثمن وهي صناعه صينيه, 0 '
'بصراحة رائع ومريحة وخاصة في حالة حضور ضيوف فجأة عموما روعة, 1 '
'الجهاز به مشكله فى مخرج الكهرباء وارسلت ايميل بذلك ولم يهتم احد, 0 '
'جيدة يجب ان تتوفر في البيت حيث انها رخيصة, 1 '
'الجهاز غير صالح للاستخدام وخاصة لو قررت انك تستخدمو مكان جهاز افضل منو, 0 '
'رائعة وخفيفة وسرييعة في الاستعمال انصح بأستخدامها ومحافظ في شكلها الى ان وصلت, 1 '
'الى االان لم ارى اي نتيجه, 1 '
'1 غير محدد بلد الصنع, 0 '
'صوت نقى جدا ومريحة وسعرها رخيصه اوى, 1 '
'يجب أن تنشر الصورة مقارنة بشي معرف كيد الطفل المستهدف لكي يكون المشتري على علم بحجمها ولا يفاجأ بأنها صغيرة جدا, 0 '
'خفيفه جدا لاتقيء من البرد, 0 '
'السلعة جيدة وتستحق الاقتناء, 1 '
'جربته زيت جيد جداا للشعر, 1 '
'1 ليتم شحن الجهاز نفسه لا يوجد وصلة مخصيصة لإدخالها في كبس كهرباء وتضطر إلي إستعمال أحد وصلات الشحن الملحقة بالإضافة إلي جلب وصلة خارجية من عندك للتحويل من وصلة يو إس بي إلي فيشة كهرباء والغير ملحقة بالجهاز أيضا, 0 '
'لو كان حجم الساعة متوسط او صغير لكان اجمل, 0 '
'حقيقة أجد متعة في شراء الأدوات الحديثة شاهدت عروضا في التلفزيون لهذا الجهاز المدهش و أمكانياته الكبيرة, 1 '
'ذاكرة الرام ضعيفة, 0 '
'انصحكم فيها وأحسن شي توصلك بسرعه اطلبها من بيتك وتوصل لمكانك, 1 '
'صابونة اكثر من رائعة ونتائجها ممتازة واهم شي انها طبيعية مية بالمية, 1 '
'شنطه مطلوبه الحفظ الاغراض داخل الحقيبه, 1 '
'خامة سيئة, 0 '
'منتج ممتاز وسعره ممتاز, 0 '
'الجهاز يظهر عليه علامات استخدام من قبل أو أنه مخزن بطريقة غير جيدة حيث يوجد بمنفذ اليو اس بي صدأ وغبار داخل سواقة الأقراص كما انه يصدر اصوات عند قراءة الاقراص مع العلم بتجربة اكثر من قرص ولا يقوم بقراءتها أبدا, 0 '
'لا انصح به بشده, 0 '
'سلعة ممتازه والتسليم أكثر من جيد من ناحية زمن التسليم كما ان سعرها ممتاز ولا توجد بها أي سلبيات وشكرا لكم, 1 '
'منتج رائع وانصح اي شخص فيه بس اتمنى البائعين يبيعوا للاجهزة الاخرى زي ال 8 5 3, 1 '
'سكين ممتاز وسهل الحمل, 0 '
'هذا المنتج يجعلك تشعر بأنك لم تدفع شيئا, 1 '
'يجب الانتباه فهي تسن السكين والمقص بشكل مقبول لكن الحذر فهي تتحرك من السطح المفروض ان تلتصق به وعلى العموم براي مقبوله, 0 '
'لا تصلح, 0 '
'مره مش كويس وما أنصحش حد بيه بصراحه أفضل منتجات ممكن تشتريها منتجات سوق شوب ما فى أفضل منها وعن تجربة الاسم شاحن جوال جالكسى وفى الأخر لسه نشتريله وصلة علشان تستعمله المفروض إنه شاحن وتحدد انه بدون وصلة الصورة لا تكفى انا قولت انه فيه اختراع جديد وكاتب سهل التنقل قولت يمكن الوصلة تبعيته بتستخبى جواه كويس اختراعات يلا قدر الله ما شاء فعل رمضان كريم, 0 '
'غير مرغوب يرجى استرجاعه عاجل غير اجل, 0 '
'سرعة في التوصيل المنتج رائع واوصي به, 1 '
'تستحق الشراء وممتازة ويمكنك ان تصلها بجوال ايفون او اندرويد او حتى بجهاز الكمبيوتر رائعة لكن سعرها شوي غالي, 1 '
'من باب الامانة المنتج لايستحق هذا المبلغ فبعد الاستخدام تبين لي رداءة المنتج, 0 '
'عملية وسهلة الاستخدام, 1 '
'بصراحه اسرع بائع تعاملت معه ويشكر على اهتمامه ووصلتني بحالة ممتازه جدا والسعر منافس, 1 '
'لا انصح احد بشرائها, 0 '
'أفضل لو أنها أرخص, 1 '
'الماكينة بالرغم من شكلها الممتاز والخامة المعقولة ولكن الشفراااااات ليست حاااادة تماما تلمة من الاخر, 0 '
'انها لا تشحن البطارية اكثر من 30 منها بالنسبة لموبايلات الحديثة و60 لموبايلات القديمة بس دة متناسب مع السعر, 0 '
'ممتازة مرة و سهلة الاستخدام, 1 '
'هذه القطاعة لا تعمل بالشكل المطلوب وتركيبتها هشة جدا وغير متماسكة و بالتجربة لا تستطيع, 0 '
'جيدة جدا وجميلة وانصح الجميع بها وهي لاتسبب خشونه لشعر واوالوانها زاهية تماما ورائعة لمناسبات والاعياد, 1 '
'المقص ليس عملي ونتائجه سيئة للغاية, 0 '
'حافظة عملية تغنيك عن حمل المحافظ الكبيرة و المزعجة للجيب باستطاعتك الوصول للكرت المهم في وقت قصير جدا, 1 '
'لم يكن كما كنت امله لكنه جيد وعملي, 0 '
'السماعة والسبيكر جدا ضعيف والذاكرة الداخلية صغيرة جدا 4 ما لا تسمح بتخزين المزيد من الالعاب والبرامج والالعاب لا تعمل, 0 '
'جدا سيئه مصنعه من خامات مطاطيه سيئه جدا وبها رائحه جدا كريهه كما ان جودة التفصيل ليست بدرجه تسمح لها ان تكون عمليه وغير سهله بالاستخدام والارتداء, 0 '
'رائعة ومناسبة, 1 '
'نصف نصف, 0 '
'الطريقة المثلى للتنظيف لمحرك السياره بكل سهولة وبصورة ممتازه, 1 '
'سعر مبالغ فيه جدا جدا جدا, 0 '
'القرص خفيف وسعته مناسبة جدا, 1 '
'الجهاز ممره ممتاز بالنسبة لسعره وبالنسبة لأداءه الشبك الي داخل المكينة صغير مع العلم ان المكينة تستوعب اكثر ينفع للعزابيين والمتزوج الجديد, 1 '
'مفيد وعملي حيث لها ٤ منافذ, 1 '
'كبيرة وعفشة شويا, 0 '
'خفيف عالبشرة ولطيف جدا عليها ويعمل على تفتيحها بشكل جميل, 1 '
'انا اشتريت الجراب من شهر من الموقع لانه غير متوفر في السوق و رغم مظهره الجيد الا ان البلاستيك في ظهر الجراب بيتكسر و يتشقق لوحده بدون سبب, 0 '
'يفقد شحنه بسرعه لا يؤدي الغرض منه, 0 '
'سلعة ممتازة و عملية و أنصح بشراءها حيث لا غنى لأي سيارة عنها في حين تعدد الأجهزة المحمولة و التي تشحن من خلال هذا المنفذ منفذ الولاعة بالاضافة لمنفذ في أداة واحدة بكابل طويل يسهل وضعها في اي, 1 '
'ممتازة جدااا, 1 '
'الممسحة ممتازة والسعر معقول, 1 '
'ممتاز ومتعدد الانواع, 1 '
'المنتج جذاب ولكنه ذو جودة غير مرضية, 0 '
'بصراحه انصدمت لما عرفت ان العقارب الصغيره اللي بدخل الساعه مجرد زينه, 0 '
'لا يفحص بعض السيارات مثل يوكون 2006 رغم انه يوجد اجهزه ارخص تفحص مثل, 1 '
'جميلة جدا و مغلفة و الاجمل هي الاساور التي جاءت معها اشكرك اخي الكريم و فرصة سعيدة للشراء معكم مرة اخرى, 1 '
'سلعه جيده اشكركم على جهودكم الرائع, 1 '
'منتج مره حلو وانصح الكل فيه, 1 '
'حميلة جدا, 1 '
'صناعة المنتج غير جيدة ورديئة جدا, 0 '
'خفيفه وانيقه, 1 '
'شلش مرة, 0 '
'بشمل عام جيدة, 1 '
'المصداقيه بالعروض المقدمه من الشركه لا ان يكون تخفيض بالسعر ويتفاجء العميل بالخدمات السيئه بعد البيع وان تكون العروض كما صحيحه و واقعيه, 0 '
'مجموعة رائعة بألوان مختلفه جميله, 1 '
'جودة الكيبل سيئة جدا لم يدم معي سوى ايام قليلة, 0 '
'غبر عملي نهائيا ولا يستحق هذا المبلغ كثير عليه مبلغ 10 ريال وحرام حتى النجمة فيه, 0 '
'منتج غير جيد وليس عملي, 0 '
'سلعه جميله اللون والجوده, 1 '
'عند بدايات استخدامي انكسر المقبض والذي يقوم بحمل قطع المفك, 0 '
'بالرغم من وجود شريحه موبايل الا اني لا يمكنني من اجراء اتصال تليفوني منها فقط لاستقبال بيانات النت فقط وهذا بالمقارنه مع سامسونج ثانيا لا يتوفر لكه كمالياته مثل الغلاف الخارجي للحماية, 0 '
'ممتازة في كل شيئ لكن يجب عليكم وضع الصورة لها بكل دقة و مصداقية وليست صورة سلعة مشابهة لتلك السلعة لان هناك افراد يشترون من سوقكم لاول مرة وشكرا جزيلا, 1 '
'سلعة ممتازة وحجم صغير, 1 '
'جوده رائعه جدا مظهر انيق, 1 '
'التى وصلتنى تباع فى جميع المحلات بعشرين جنيها فقط, 0 '
'ممتازة جدا ولها منظر جميل بعد لصقها على الحائط, 1 '
'بضاعه طيبة والله يعطية العافية وناطرين الجديد منك نفس الحركات هذي شغلات ماتكون بالبال ولا وبنفس الوقت تلفت انتباهك, 1 '
'منتج جميل, 1 '
'كل يوم سعر يتغيير والبطارية تفرغ بسرعة رهيبة ومدخل الشاحن بيخرب بسرعة, 0 '
'جمييبل مدهش و ساخبر الكل عنه, 1 '
'بصراحه ممتاز وفعال, 1 '
'منتج يوفر علي كثير من الوقة طوال اليوم و ايضا سهل الاستخدام والنوعية ممتازه بحكم تجربتي للمنتج سابقا, 1 '
'ممتاازة كل المشتملات المانى قوية و براسين ملاقيط شكرا جدا على الخدمة الممتازة أنصح بها بشدة, 1 '
'طاولة حلوة و فيها ارتفاعات متعددة سهلة الإستخدام, 1 '
'ممتازه في حال انقطاع التيار الكهربائيوالاطفال يستمتعون ببالاضاءه وخروج اامياه منه بشكل انسيابي ورائع, 1 '
'السعر غالى جدا لضعف الامكانيات, 0 '
'جيد لابأس به, 1 '
'الفلاش ممتاز من كل النواحي ما عدا أنه لا يدعم 3 لهذا فالنقل نوعا ما بطيء, 1 '
'ضعيفة في الشفط كمكنسة منفاخ بطيء جدا, 0 '
'خامات هذه السلعه رديئه جدااااااا ولم استعملها قط نظرا لضعف هيكلها الخارجى وقصر وضعف سلكها الكهربى, 0 '
'سهلة الاستخدام وعملية وسعر منافس, 1 '
'لاأنصح بها, 0 '
'شكرا على تعاونكم, 1 '
'شكلها روعه لاكن اللون مو ذهبي فاقع نفس الصوره شوي افتح, 0 '
'السعر مبالغ فيه كثيرا اسعار بلاك بيري في نزول مع العلم ان هذا الجهاز اول إصدارات النظام الجديد وكان يعاني من بعض المشاكل, 0 '
'شاحن رائع خفيف الوزن شكل أنيق بس كان ارخص ب110وذحين زاد السعربس تضل السلعه رائعه, 1 '
'هذا المنتج لا يدعم قمت باستلام السلعه وهى لا تعمل مع خاصيه, 0 '
'منتج فاشل لايستحق حتى ريال واحد ولا انصح أحد بشراءة, 0 '
'الشحن سريع والسلعة كما في الاعلان وكما ذكرت ان اهم ميزه فيها هي ان حجمها صغير ولا توجد اي مشكله شكرا لكم, 1 '
'الشاحن مكتوب انه 30000 وهذا يعنى انه يشحن موبايل النوت 2 اكثر من 9مرات ولكن عند التجربة الشخصية قام بشحن الموبايل مره واحدة فقط ولم يكمل المرة الثانية وهذا يعنى ان قوة الشاحن لاتتعدى ال 3500 ملى امبير, 0 '
'بصراحه اشتريته على بالي فيه واتس دام فيه تويتر وفيس بوك بس تفاجأت انه مافيه ولايدعمه هالجهاز, 0 '
'جيدة جدا و مريحة من ناحية التركيب الفك والضخ وتصلح حتى للرحلات وتغنيك عن قلب الجالون كل مرة, 1 '
'جيده جدا شكرا, 1 '
'اشتريت السلعة و للاسف لم افرح بها يوم واحد حيث اصبح الجهاز يتوقف فجأة ولايعمل ثم اضطر الى نزع البطارية و اعادة التشغيل ثم ما ان يستقر النظام يتوقف من جديد وهو الان بلا فائدة, 0 '
'هذه المرتبة تحتاجها كل أسرة بكل ما في الكلمة من معنى, 1 '
'هل بدة التحكم تشتغل على الكمبيوتر, 1 '
'رائع جدا وقد ارديته في اليوم الوطني, 1 '
'سلعة رائعة وصوت نقي, 1 '
'مواصفات جيده جدا ولكن لوحة النظام الرئيسية او المذر بورد لايعمل, 1 '
'سهل الاستخدام والتنقل بة الى اي مكان ليس فية ضررر او مخاطر على الصغار, 1 '
'١ الغليف جيد ولكن وصلت متظرره ومطعجة لضعف الخامة, 0 '
'انها عملية وجيدة وسهلة التنظيف, 1 '
'قطعة رهيبة وسهلة الاستخدام وبتنضف منيح, 1 '
'جيدة جدا من ناحية مفعولها وتأثيرها على مدى شهر واحد ستلاحظين النتائج الإيجابية باذن الله, 1 '
'النظاره جميله جدا جدا, 1 '
'المشترك لا يعمل لأنه لا يقوم بتحويل إشارة ال إلى تحتاج إلى جهاز محول للإشارة لا مجرد وصلة, 0 '
'إيجابيات و سلبيات طائرة هيلوكوبتر صغيرة777, 0 '
'الطرف الثاني يسع الصوت بعيد وصعوبة الاستخدام, 0 '
'جهاز ممتاز ويذوب الشمع بسهوله وميزته أنه لاحاجة لـ اخراج الشمع من الجهاز اشتريته في وقت تخفيض أتمنى اعادة تخفيض سعره وشكرا, 1 '
'خامته ضعيفه جدا والبلاستيك المصنوع منه مسدس الشمع ضعيف وكانه من اعاده تدوير لا انصح به لعدم جدواه, 0 '
'جيده جدأ وممتازة وسماكة الارجل وقوة الدعمات لها وسلاسة القماش واتمنى ان نرى افضل واحسن ادا كان لديكم, 1 '
'الشركة غير معروفة وهي, 0 '
'ممتازة جدا ناعمة على البشرة جدا فخامة ألوان جذابة مريحة نفسيا شكر خاص لمصداقية البائع وشكر خاص لــ سوق كوم, 1 '
'القطعة لا بأس بها, 0 '
'غير جيدة ويوجد خدوش بمادة السيراميك المطلية والرتوش النهائية لعملية الطلاء غير متقنة وغير سميكة ولا تتناسب مع حجم و وزن الوعاء, 0 '
'سيئه جدا ولا انصح بشرائها ومجرد خساره مال, 0 '
'سئ للغاية, 0 '
'السلعة ممتازة للغاية ومصنوعة من مواد عالية الجودة كما أنها عملية وسريعة في غلي المياه وسعرها ممتاز مقابل الجودة العالية وأنا سعيد جدا بها وانا أنصح الجميع بأقتناء السلعة لأنها توفر الوقت خاصة قبل الأنطلاق للدوام, 1 '
'سعر المنتج غالى جد, 0 '
'المنتج ممتاز ولكن تم ارسال سلعة غير مطابقه للمنتج الموجود في العرض, 0 '
'اشتريت السلعة على اساس أنها جديدة ولكني فوجئت بها مستعملة وفيها عطل في باور الكهرباء حيث إن الهاتف يخسر الكهرباء بسرعة رغم أني اشتريت بطارية جديدة أصلية, 0 '
'مناسبه للأعياد والحفلات, 1 '
'ممتازه جدا وجميله ولا تاخذ حيزا كبيرا في المطبخ, 1 '
'ممتازه من ناحية اشكل الانيق, 1 '
'1 2, 0 '
'سعر مجنون, 0 '
'لا انصح بشراءها, 0 '
'6, 1 '
'هذه السلعة رائعة وتفاجأت بوصولها في وقت وجيز وكانت طبقا لما كنت اتمناه, 1 '
'السلع رديئة الصنع وبها خدوش واضحة حتي قبل الاستعمال, 0 '
'منتج سيء جدا و قليل الجودة, 0 '
'لا انصح احد باستخدام هذه السماعه مطلقا, 0 '
'ما كتب عن السلعة ليست كما فيها فالتكبير بسيط لا يتجاوز 30 والزر الذي يبعد العدسات عن بعضها البعض دائما ما ينفك ولا يمكن استخدامها في القراءة ولا الحياكة سلعة أرى أن ثمنها لا يجوز أن يتعدى 15 جنيه وليس 64 جنيه, 0 '
'المنتج لا يعمل بالبطاريات والبائع ذكر صفات غير موجوده بالمنتج المكونات بلاستيكيه وتعمل بضغط اليد ولا تساوى ابدا السعر المعلن, 0 '
'منتج رائع عن تجربة فهى مثاليه لإزاله شعر الوجه والدقن و تغنيكى عن مشوار الكوافير والتى اصبحت ممله جدا و مكلفه ايضا لذا انصح الكل باقتناؤها, 1 '
'السعر مناسب جدا نسبة للكمية, 1 '
'اشتريت كالايدنج 400 ولم يكن لدي مشاكل في الشرا فكل شي مضى بسلاسه, 0 '
'سلعه للاطفال, 0 '
'ممتازه العيب في حجم الكاس, 1 '
'مرااا حلوة احلى شيء انها تجمع اكتر من شيء بمكان واحد يعني اغتنام مساحهة ومنظمة ومرتبة وكل شي قريب من البيبي واجهت صعوبة بس في فتح السرير والطريقة كانت واضحة باليوتيوب اكتبو طريقة تركيب سرير الاطفال, 1 '
'الجهاز لم يؤدي المهمة المتوقعة منه على الوجه الأكمل, 0 '
'لم يعجبني شيئا و الصناعه رديئة جدا و خفيف الوزن و الصوت ضعيف جدا ولا اعتقد ان يشتغل اكثر من 2 شهر, 0 '
'وصلت السلعة خلال اسبوع و بحالة جيدة الصفات المذكورة للمنتج جميعها صحيحة فعلا بعد استخدام المساج بعد ساعات العمل الطويلة أصبحت اشعر براحة ولم أعد أعاني كثيرا من الام باطن القدم, 1 '
'لا أنصح به على الإطلاق, 0 '
'استلمت الساعه وهي لا تعمل فقمت بتغيير البطاريه, 0 '
'منتج سيء جدا جدا, 0 '
'الوان رائعه وجذابه لحبيبات الكافيار لتزيين المناكير سرعة التوصيل السعر مناسب للاسف لاتحتوي على أداة لوضع الحبيبات على المناكير, 1 '
'تم استلامه من البائع وهو متعطل ولا يعمل نهائيا, 0 '
'المنتج غير جيدة ولا انصح به, 0 '
'هذا المنتج لم يعجبنى, 0 '
'حلو, 0 '
'سلعة ممتازة جدا يمكنني السماع من خلال الجدران والحواجز بوضوح أنصح بها ويمكنك أخافض الصوت ورفعة للسماع أوضح, 1 '
'المقسم جيد و مقبول, 0 '
'حلو كتير, 1 '
'سهله الاستخدام والاستعمال, 1 '
'ضروري لكل هواة الطيور, 0 '
'الصراحه الكور جدا خفيفه من اقل ضغطه انغفست, 0 '
'جميله جدا اشتريتها وهي مخفضه ولكن سعرها الحالي غالي عليها, 1 '
'سررت مع هذه السماعة بل نظام مشغل الأصوات متكامل بوجود راديو ومشغل ملفات الأصوات من ذاكرة و كسماعة لاسلكية للأجهزة التي تدعم البلوتوث وكسماعة سلكية عبر مدخل ال وله مخرج سماعة آخر لتوصيله لأنظمة صوت أخرى, 1 '
'لو في اقل من نجمة لاعطيتها للمنتج, 0 '
'منصحش حد انه يفكر يجيبها, 0 '
'بجد قمة الروعة في كل شيء تصميمإمكانيات تصوير نقاء صوت مذهل سرعة في الأداء زملائه شاريها من ٤ أيام بسم الله ماشاء الله و انا مجرب من قبل قمة الاتقان, 1 '
'١ التغليف المحكم للسلعه, 1 '
'جدا مفيده, 1 '
'إيجابيات و سلبيات سانيب برايت طقم قدور ومقالي 3 قطع أزرق07250, 1 '
'جودة عالية, 1 '
'لا انصح بشراء هذه السلعة مطلقا ولذلك لكونها ليست اكثر من شكل جذاب فقط ولا تستطيع ان نقوم بأي مهمة ناهيك على انها تعمل لمدة خمس دقائق فقط, 0 '
'الجهاز غير عملي ومن خامات رديئه, 0 '
'سيئة للغاااااااااااااية ومصنوعة من مواد رديئة جدا ما تستحق ربع نجمة, 0 '
'اعتبر انها مفيدة لبعض الاشخاص خصوصا الذين يودون تحويل الاشرطة القديمة الى سي دي وكذلك في النقل المباشر, 1 '
'سعرها غالي جدا مقارنة برداءة صناعتها, 0 '
'سلعه اكثر من رائعة, 1 '
'والله المنتج كويس وحلو وبيلم كركيب العربيه في مكان واحد, 0 '
'اخيس كاميرا انصحكم بعدو عنها اسألوا مجرب ابعدو نصيحة لحد يشريه شفوها عندي اذا حولت المقاطع للجوال يطلع الصوت مقطع وتزعجك بالتصوير التقائي وﻻ معها بطاريه يعني ﻻزم تشبكها بالبطاريه دايم, 0 '
'سيئ, 0 '
'بلسم مفيد للشعر, 1 '
'شكرآ لتعاملكم الراقي وع الهديه اللي جت مع السواره الله يبارك لكم ان شاء الله, 1 '
'السلعة جيدة كما جاءت في الوصف, 0 '
'قمت بطلب هذا الجهاز وتبين انه لا يحتوي على لغة عربية, 0 '
'يعطيك العافيه ويبارك لك في تجارتك السماعه ممتازه مثل الوصف بضبط ووصلت بسرعه اكيد بشتري منك ثاني, 1 '
'حجمها مناسب وتحتفظ بالحراره مده طوييله وتصلح للعائله الصغييره, 1 '
'إيجابيات و سلبيات فرشاة تنظيف الغبار الاليكتروستاتيكية, 0 '
'الفيتامينات ماره ممتازه وعن تجربه شخصيه تنعم الشعر, 1 '
'عن جد راائعة ناعمة ذوق رفيع تفاصيل دقيقة وااو في اللبس أعطيها كل النجووم وأكثر, 1 '
'مفيده, 1 '
'جيدة نوعا ما, 0 '
'سلعة ضعيفة جدا و لا تصلح للاستخدام اذ انها لا تقوم بزالة الشعر, 0 '
'هذا السلع ممتازه وعمليه جدا اشكركم على طرحه, 1 '
'منتج رائع من كل النواحي, 1 '
'السلعة لا تحتوى على العدد المذكور والايميلات غير محدثة اطلاقا ومعظمها ايميلات خاطئة لا تعمل, 0 '
'لا تعمل عند تركيبها في الجوال نهائيا مع العلم اني استعمل شاحن اصلي مع السلك الاصلي لا انصح بشرائها نهائيا, 0 '
'إيجابيات و سلبيات سامسونج جالكسي 9105 اس2 بلس 8 جيجابايت أندرويد كحلي غامق, 1 '
'لا انصح بشرائها وهي رديئة الصنع وغاليه, 0 '
'جزاك الله خير وسعدت بالتعامل معاك, 1 '
'السلام عليكم ورحمة الله وبركاته نوعية ممتازة جدا لفحص أعطال السيارات تويوتا بدل انفاق المال للورش اكتشف العطل بنفسك, 1 '
'جيده بس الون غير مطلي بالذهب كما هو بالصور بل برونزي, 0 '
'اللعبة جدا سيئة ولا تستحق الشراء, 0 '
'يجب اقتناؤها للعنايه بالبشره والحصول على جسد ناعم بدون جروح او خدوش نظر لرأسها الناعم ومساعدة الجلد على التجدد, 1 '
'يمكنك استخدامة في الظلام, 1 '
'جودة المادة والخياطة متدنيه, 0 '
'للاسف بعد اسبوع من استخدامها لا تعمل جيدا, 0 '
'شاحن سئ لايسطيع شاحن الموبيل مرة على الاقل, 0 '
'بالنسبه للتصوير جيده جدا ولكن نظرا لحجمها الصغير جدا فانها تمثل عيبا فى حملها ولمس الشاشه وغيره, 0 '
'ممتازة وينصح بوجودها في المطبخ لكونها عملية وقوية ومتعددة الاستعمال وبحكم التجربة فإنها مريحة ولا تحتاج لجهد, 1 '
'لم تكن حسب المواصفات والمقاييس المطلوبه والتى تم ذكرها بانها مطلية ذهب عيار 18 انه اكسسوار جدا عادي اريد استرجاعه, 0 '
'بطئ جدا, 0 '
'لا يصلح لاى غرض خامه سيئة لايعمل انكسر فى اول استعمال, 0 '
'خامه ممتازه, 1 '
'الجهاز هو الصراحة مش جهاز هي قلم فيه راس تلف وتتغير القطع, 0 '
'هذا السلفي ستيك مافيه اي ازرار, 0 '
'غير جيدة ولا انصح بها نهائيا, 0 '
'يتميز هذا الجهاز بخدمة الاوامر الصوتيه لكن باللغه إلانجليزية كما انه لايدعم حركة المرور عن طريق الجهاز مباشرة الا عن طريق ربطه بالهاتف النقال الخدمة متوفره فقط لاوربا عن طريق الجهاز فقط, 1 '
'أقصر من طول الرولات المباعة في الأسواق المصرية و بالتالي يصعب استخدامها عمليا ارجو استبدال المنتج بمنتج اكبر فالحجم يتناسب مع طول رولات التغليف بالأسواق المصرية, 0 '
'في الحقيقة منتج ممتاز وتستحق الثناء والاقتناء وقد قمت بشرائها عن طريق موقع سوق كوم وإن كان هناك تأخير في تسليمها لي ولكنها ممتازة بكب صراحه وبعيد عن أي مجاملة, 1 '
'منتج ممتاز و رخيص, 1 '
'إيجابيات و سلبيات بخاخ لعصر الليمون, 1 '
'تسخن جدا بعد ما تكوي قميص واحد, 0 '
'ممتاز انصح به, 1 '
'جهاز منخفض السعر وذا جودة جيدة متناسبة مع سعره, 1 '
'ممتازة وتحفظ الكورن فليكس وفي متناول يد الجميع وحجمها كبير وانصح بشراءها للناس الذين يفضلون البلاستيك انا عن نفسي افضل البلاستيك لانه سهل في النظافة وامن على الاطفال, 1 '
'سلعة عملية وممتازة تختصر مساحة بشكل ملفت ومميز للضيو فك وقوية ومتينة ابهرت بعا زةاري والمثي سأل عنها ومن اين اشتريتهاشكرا جزيلا, 1 '
'شيئ رائع خفيف الوزن وسهل الاستخدام ولكن اتمنى من الجميع ان يشتروا المقاس الكبير 75 قدم حتى لا تتقيد, 0 '
'واسعه بتشيل كل حاجه ومبطنه من الداخل علشان مافيش حاجه تتكسر جواها الاسود بتاعها جميل والسوست قويه سهله الحمل لاي مكان ممكن ف شنطه اليد كمان بس تكون الشنطه ف الحجم الوسط او الكبير, 1 '
'البرفيوم اوريجنال 100 وبيقعد كتير جدا, 0 '
'بصراحه اثناء استلام الشحن قلت في نفسة اضحك علي بس لما استخدمته في مكان مظلم صدمت من قوته وطلع خطير جدا حتى اللي حولي يسوؤل من فين اشتريته, 1 '
'الخامه سيئه والاداء فاشل, 0 '
'رائحته مث العطور الرجالية لم يعجبني ذلك اابدا, 0 '
'السعة جيدة مقارنة بسعرهاويعيبها ضعف قاعدة الشفط, 0 '
'رائع جدا, 1 '
'حلووووووووووووو, 1 '
'جهاز بطئ للغايه يعلق وخصوصا عند الاتصال الهاتفي الشاشه والعرض جيد الحجم كبير بالنسبه لمن يحبدون الجوالات الانيقه والصغيره البطاريه تفرغ بسرعه, 0 '
'شكرلكم, 0 '
'إيجابيات و سلبيات ستاند كاب الكيك المطور, 1 '
'سعر البضاعه مقارنه بالفكره ممتاز جدا, 1 '
'جهاز مفيد وعملي, 1 '
'خصائص المنتج جيدة لكن جودته سيئة جدا ولا انصح بإقتنائه, 0 '
'في انتظار البوليصة حتي يتم ارجاع الشحنة, 0 '
'هذا المنتج عالى الجوده و خاصه بالنسبه لسعره كمنتج لشركه عاميه معروفه فهو سعر مناسب جدا و هو أيضا مناسب فى الكثير من الاوقات و المناسبات الخاصه و لاكثر من فئه عمريه بالاضافه الى ان له رائحه فواحه و ثابته جدا, 0 '
'حرام ادفع فيها لو ريال واحد انصح بعدم شراء السلعه لانها فاشلة جدااا, 0 '
'البائع كان صادق جدا في الوصف وانصح بالتعامل معه بشدة وسريع الاستجابة في عملية البيع والشحن والتغليف رائع, 1 '
'سيء في الشحن, 0 '
'سماعات بيتز غنية عن التعريف تصميم انيق تستاهل قيمتها, 1 '
'السلعة ممتازة جدا موفقين وانصح بشرائها وتجربتها ومن بعد ذلك يمكنم التقيم لهذه السلعة وجربوها ما راح تندمون, 1 '
'مممممممممممممممممممممممممتازه جدااا ثاااابت يرررررطب بعمممق ويدووم طويلااا وكما هوو مطلوب انصح فيه, 1 '
'جهاز مفيد وممتع لمشاركة جميع وسائط الجوال والاجهزة اللوحية والتابلت الى شاشة اﻷسرة مع امكانية التحكم التام بالجوال اثناء العرض والاستخدام بالمكالمات وغيرها, 1 '
'استخدمته خلال يومين وتجربتي له كانت جيدة, 1 '
'السلعة غالية وسيئة اسوء سماعات اشتريتها, 0 '
'جميل ومريح الاستخدام, 0 '
